,YEAR,COMPANY,VOLUME,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PRICE,BAN,MARKET CAP,ValueARG,VolumeARG
129,2021/3/0/0,IJC,2170973230000.0,82686154695.0,210226090044.0,363322426724.0,203653015913.0,5905000000.0,801482015872.0,3668820969173.0,1795392413510.0,32.9,0.0,0.0,253997811.66666666,7770000.0
130,2021/3/0/0,IMP,667053700000.0,31318990824.0,167035753883.0,256218759277.0,62625580395.0,185137529260.0,331248994817.0,471327935382.0,330067670442.0,74.0,0.0,0.0,387414.44444444444,5233.333333333333
131,2021/3/0/0,ITA,9384636070000.0,100127033291.0,213965518062.0,343323635340.0,21837429400.0,1500000000.0,2302781226525.0,3853286302282.0,1854249514716.0,9.0,0.0,0.0,124724675.22222222,14881155.555555556
132,2021/3/0/0,KBC,4697601890000.0,-59285766615.0,165949582459.0,324859229797.0,3696028013910.0,1956414450598.0,9694752519220.0,11514776988408.0,6994361968243.0,49.0,0.0,0.0,626977786.6666666,13582944.444444444
133,2021/3/0/0,KDC,2797413560000.0,125231692844.0,2065100294569.0,2556454948384.0,2022398377964.0,530400716030.0,2575297445100.0,1553459968366.0,3934857160175.0,60.0,0.0,0.0,87184220.0,1499255.5555555555
134,2021/3/0/0,KHP,575710160000.0,223200907691.0,868808135814.0,1143366695576.0,133908005544.0,424732000000.0,107745532898.0,119279215054.0,932810006733.0,11.0,0.0,0.0,1197017.0,135455.55555555556
135,2021/3/0/0,KMR,568814430000.0,1171558519.0,105346307078.0,118879588099.0,15798037873.0,,198052961693.0,585874128036.0,486375651417.0,9.0,0.0,0.0,8401461.666666666,967944.4444444445
136,2021/3/0/0,KOS,1650313350000.0,2718254082.0,174768300006.0,184924300443.0,26801420036.0,24440190163.0,1119765057943.0,1240660888874.0,644471184645.0,33.0,0.0,0.0,10028667.777777778,308444.44444444444
137,2021/3/0/0,KPF,579689330000.0,6833247525.0,3819642919.0,7220933214.0,24814483154.0,,1233447565119.0,376004649949.0,893617217516.0,14.8,0.0,0.0,1840595.5555555555,123644.44444444444
138,2021/3/0/0,KSB,736312020000.0,48245525356.0,50975688335.0,80363953338.0,84111150465.0,,1926581130839.0,44244794313.0,1004067858072.0,41.85,0.0,0.0,96638583.33333333,2496833.3333333335
139,2021/3/0/0,L10,98900000000.0,4146966731.0,247635530669.0,253301100008.0,379571684354.0,,434976476449.0,272826633652.0,764770808338.0,23.45,0.0,0.0,43639.444444444445,1800.0
140,2021/3/0/0,LAF,147280190000.0,14134230232.0,92202129064.0,115843134015.0,4458706271.0,13000192168.0,45583644167.0,168915336301.0,127599154676.0,19.8,0.0,0.0,211264.44444444444,10388.888888888889
141,2021/3/0/0,LBM,100000000000.0,24792426755.0,155317311474.0,205102893898.0,47077825117.0,,90466814379.0,61788639362.0,89919871502.0,70.0,0.0,0.0,720335.0,10575.0
142,2021/3/0/0,LCM,246330000000.0,736544905.0,1939825600.0,2178853800.0,2044825088.0,,16694691340.0,17976048436.0,22083231000.0,4.2,0.0,0.0,1488604.4444444445,384011.1111111111
143,2021/3/0/0,LDG,2402124510000.0,30716624813.0,56170654883.0,124180970229.0,50289591017.0,,3390429738003.0,1059899751473.0,2761604559552.0,10.45,0.0,0.0,79319725.8888889,8665022.222222222
144,2021/3/0/0,LGL,515000000000.0,265253685.0,10124719884.0,11867724689.0,6988237273.0,5320810800.0,605385948054.0,388638444682.0,767780115485.0,9.23,0.0,0.0,7324037.0,818400.0
145,2021/3/0/0,LHG,500120100000.0,19896299139.0,26352484080.0,52041068999.0,119681647014.0,959480144273.0,315748972544.0,603382412037.0,835200795143.0,55.7,0.0,0.0,36812552.222222224,651344.4444444445
146,2021/3/0/0,LIX,324000000000.0,20154883882.0,442529625773.0,550927711850.0,44030633443.0,,158381524977.0,296992155961.0,365934905009.0,55.2,0.0,0.0,678306.6666666666,12222.222222222223
147,2021/3/0/0,LM8,93886820000.0,2546019840.0,263319358903.0,285048040771.0,2346863046.0,121554084399.0,424654191192.0,665582800932.0,1120296929201.0,13.25,0.0,0.0,256322.77777777778,20577.777777777777
148,2021/3/0/0,MCG,575100000000.0,-1728483127.0,4513374342.0,6680778255.0,2795741286.0,212800.0,409980910947.0,137832537416.0,518803601097.0,6.62,0.0,0.0,4894003.444444444,809044.4444444445
149,2021/3/0/0,MCP,150713370000.0,6611498230.0,92344053828.0,109076062429.0,11816258797.0,41200000000.0,86388554672.0,109292843145.0,122944144691.0,28.2,0.0,0.0,96815.625,3437.5
150,2021/3/0/0,MDG,108890310000.0,140672496.0,27947388068.0,33823359793.0,2556790800.0,,227357173941.0,25065188609.0,189489913979.0,14.0,0.0,0.0,34315.0,2500.0
151,2021/3/0/0,MHC,414069640000.0,-41282235214.0,4075366048.0,4078858560.0,12768433606.0,629735389111.0,529441769318.0,,122905631611.0,13.5,0.0,0.0,51417057.222222224,3939844.4444444445
152,2021/3/0/0,MSH,500094000000.0,118826949417.0,1068076975578.0,1296411986719.0,252121416257.0,689290000000.0,685019182610.0,865745202992.0,1459545955572.0,89.2,0.0,0.0,11262278.888888888,127122.22222222222
153,2021/3/0/0,MSN,11805347000000.0,1586332000000.0,17508621000000.0,23604809000000.0,12300031000000.0,350250000000.0,8561607000000.0,13732231000000.0,39858448000000.0,145.5,0.0,0.0,177338707.7777778,1216333.3333333333
154,2021/3/0/0,MWG,7130654950000.0,785802158883.0,18244500199927.0,24333213525693.0,3215215954814.0,6814280806241.0,2787721676605.0,21556084239775.0,27421544713124.0,130.0,0.0,0.0,164181126.66666666,1265311.111111111
155,2021/3/0/0,NAF,475678520000.0,20527767984.0,333084617298.0,410078191466.0,52971764036.0,200000000.0,778148779788.0,148962910355.0,707639054208.0,27.55,0.0,0.0,40994617.777777776,1451244.4444444445
156,2021/3/0/0,NAV,80000000000.0,2371946447.0,996252468.0,3475407644.0,36870618173.0,108000000000.0,5550729995.0,8940782191.0,60221998858.0,19.15,0.0,0.0,48106.11111111111,2600.0
157,2021/3/0/0,NBB,1004756560000.0,172063103524.0,7021417629.0,5585219768.0,63649889886.0,,1234785025710.0,2379693236150.0,2314085952598.0,48.4,0.0,0.0,62070885.0,1520977.7777777778
158,2021/3/0/0,NCT,261669400000.0,62193761266.0,94469359053.0,187088536038.0,167005378032.0,82260000000.0,75358751909.0,3322161708.0,86416582685.0,89.1,0.0,0.0,1288411.111111111,14655.555555555555
159,2021/3/0/0,NHA,281165500000.0,501396439.0,23928202353.0,27190971494.0,2376331465.0,,31124368809.0,37490735537.0,109972305130.0,51.2,0.0,0.0,14744669.444444444,344322.22222222225
160,2021/3/0/0,NKG,2183985680000.0,606672864178.0,6235050946121.0,7531042812767.0,691803323322.0,505089038675.0,3519755989310.0,7138337162954.0,10335217801337.0,53.3,0.0,0.0,543643327.7777778,10005244.444444444
161,2021/3/0/0,NNC,219200000000.0,2888650614.0,13036872015.0,17144547393.0,84505849792.0,129989.0,16978106887.0,74848345000.0,67846413714.0,30.3,0.0,0.0,3889813.3333333335,127355.55555555556
162,2021/3/0/0,NSC,175869880000.0,34224625650.0,298639623860.0,405274789143.0,214901945012.0,4400000000.0,278959967493.0,606975710263.0,743238000421.0,82.4,0.0,0.0,664007.7777777778,8166.666666666667
163,2021/3/0/0,NT2,2878760290000.0,273219977572.0,944593350854.0,1249646094002.0,16506043354.0,420000000000.0,1767707116036.0,310007170221.0,2587527126115.0,23.2,0.0,0.0,27380556.111111112,1173833.3333333333
164,2021/3/0/0,NTL,609899500000.0,74076214755.0,61498949034.0,157107237749.0,208207615952.0,,268631838511.0,1207996888988.0,560874871310.0,44.45,0.0,0.0,112106954.44444445,2593722.222222222
165,2021/3/0/0,OGC,3000000000000.0,28267936149.0,58333341879.0,83782108857.0,161817733791.0,278950939600.0,913627476021.0,295051648610.0,945280036736.0,7.71,0.0,0.0,13285943.0,1825433.3333333333
166,2021/3/0/0,OPC,265772800000.0,33351465450.0,181338763677.0,298173155986.0,96251163326.0,18403995881.0,159960878255.0,591665492322.0,492750072288.0,56.4,0.0,0.0,836555.5555555555,14666.666666666666
167,2021/3/0/0,PAC,464717070000.0,24406570618.0,478787793328.0,560935023926.0,73467497045.0,699800000000.0,259934319836.0,845288239036.0,1744870032730.0,39.15,0.0,0.0,437276.1111111111,11066.666666666666
168,2021/3/0/0,PAN,2163585800000.0,73043475968.0,2087311306482.0,2554707868931.0,2460135399351.0,72926791888.0,1873414879485.0,2229615341017.0,4061932651611.0,32.95,0.0,0.0,162370366.66666666,5177033.333333333
169,2021/3/0/0,PC1,1911881590000.0,156403614785.0,2816485985069.0,3131207777266.0,1782832964955.0,83240509185.0,3640096424953.0,1073664640489.0,6245793472187.0,42.15,0.0,0.0,104287448.8888889,2536066.6666666665
170,2021/3/0/0,PDN,185219540000.0,38001910615.0,147888357415.0,210140096605.0,214993835480.0,55000000000.0,109211276741.0,599411434.0,310645012873.0,100.0,0.0,0.0,65242.5,675.0
171,2021/3/0/0,PDR,4867719160000.0,607084434261.0,411580871802.0,1267564641777.0,290432574198.0,24400348619.0,3120494084572.0,11920885108040.0,4705301143244.0,93.1,0.0,0.0,442723603.3333333,4587811.111111111
172,2021/3/0/0,PET,904501240000.0,49450999000.0,3674176425634.0,3872631493249.0,1165668482936.0,234637050584.0,2509238533123.0,1083249437172.0,4371581051331.0,30.65,0.0,0.0,84709267.77777778,2757088.888888889
173,2021/3/0/0,PGC,603426380000.0,10137845322.0,645013383307.0,752326825379.0,56379105710.0,942972777778.0,389460263970.0,128352062877.0,1205046780209.0,27.55,0.0,0.0,7408915.555555556,265800.0
174,2021/3/0/0,PGD,899990250000.0,84716040211.0,1885294131420.0,2087331070032.0,1120708290673.0,220000000000.0,987694307477.0,38635938802.0,1534389278377.0,36.3,0.0,0.0,969202.7777777778,26388.88888888889
175,2021/3/0/0,PHR,1354991980000.0,170563933293.0,321361353932.0,521686935656.0,133710477727.0,1934118913368.0,253365086819.0,383403141884.0,981358269940.0,59.5,0.0,0.0,82461098.8888889,1393177.7777777778
176,2021/3/0/0,PIT,151993450000.0,-60102063.0,191172565874.0,212165507666.0,3773028930.0,4029922558.0,94368521868.0,99753362162.0,202965202634.0,7.11,0.0,0.0,123363.33333333333,17944.444444444445
177,2021/3/0/0,PJT,230407170000.0,-1869466424.0,113468559711.0,120378072218.0,87559120859.0,,9142924263.0,41290746528.0,138030162584.0,12.85,0.0,0.0,206827.77777777778,15977.777777777777
178,2021/3/0/0,PME,750116250000.0,78775299854.0,229337678874.0,467556681140.0,26108693780.0,,826498003160.0,739232479504.0,634965084080.0,84.5,0.0,0.0,220150.0,2700.0
179,2021/3/0/0,PMG,463362780000.0,-4180289708.0,328602884148.0,386964135654.0,85884636458.0,209956717630.0,161869228122.0,50420077570.0,816062071958.0,17.3,0.0,0.0,48707.77777777778,2833.3333333333335
180,2021/3/0/0,PNC,110402410000.0,-12408421158.0,27809063096.0,42715145412.0,31268825281.0,29640000000.0,121854550732.0,270190750280.0,366407740177.0,9.6,0.0,0.0,10579.666666666666,1100.0
181,2021/3/0/0,PNJ,2276123620000.0,-159528391064.0,721083564561.0,876967240018.0,192167536492.0,,130549895333.0,7509947396534.0,3600397079327.0,101.1,0.0,0.0,73199873.33333333,724888.8888888889
182,2021/3/0/0,POW,23418716000000.0,603322826002.0,4499699904302.0,5342484577946.0,9320562550334.0,1230626638554.0,6565479771927.0,2212497493779.0,16883548602448.0,13.1,0.0,0.0,212264413.8888889,16890733.333333332
183,2021/3/0/0,PPC,3262350000000.0,-35377349511.0,1093068093475.0,1048701360770.0,366489825929.0,641000000000.0,1328911358889.0,348436905962.0,953900498031.0,23.1,0.0,0.0,4584339.444444444,199377.77777777778
184,2021/3/0/0,PSH,1261967800000.0,150275560799.0,793241338209.0,1062162968608.0,182100159298.0,,716836937451.0,5926428560081.0,7811359043353.0,23.45,0.0,0.0,48812862.222222224,2256388.888888889
185,2021/3/0/0,PTB,485994410000.0,166793846583.0,1313270795054.0,1730503864232.0,136534151704.0,168859570487.0,944055162520.0,1874443427156.0,2828184042555.0,110.9,0.0,0.0,40701060.0,359088.8888888889
186,2021/3/0/0,PTC,179999990000.0,53313014.0,,,40765107725.0,52160232524.0,47314750660.0,48693317.0,33117797583.0,10.4,0.0,0.0,14754.285714285714,1314.2857142857142
187,2021/3/0/0,PVD,4215457890000.0,55625064772.0,891787459356.0,1011147469064.0,778317114520.0,1463136463140.0,2095349058220.0,724831515540.0,2645415573020.0,27.5,0.0,0.0,248724999.44444445,9056033.333333334
188,2021/3/0/0,PVT,3236512460000.0,153033180328.0,1397376175155.0,1679694222010.0,1574770666120.0,1730316945205.0,1469028727457.0,149294074789.0,2998563889324.0,24.95,0.0,0.0,123672557.22222222,4945433.333333333
189,2021/3/0/0,PXI,300000000000.0,-2981073708.0,1179153994.0,1737220100.0,46168221361.0,,168970328352.0,145777232381.0,174161430321.0,4.65,0.0,0.0,4070845.3333333335,916222.2222222222
190,2021/3/0/0,PXS,600000000000.0,1090024758.0,404495764431.0,390519189181.0,80851155207.0,,407558084406.0,243495730583.0,978475346610.0,8.06,0.0,0.0,7710271.333333333,1030411.1111111111
191,2021/3/0/0,PXT,200000000000.0,-3569708128.0,431261916.0,942259750.0,1783610032.0,,199894746852.0,68191888235.0,261074318084.0,0.0,0.0,0.0,,
192,2021/3/0/0,QCG,2751293100000.0,10114295132.0,175880255141.0,223409003511.0,17089527027.0,200000000.0,594158250352.0,7061867569006.0,5266856134899.0,8.6,0.0,0.0,12208580.777777778,1436044.4444444445
193,2021/3/0/0,RAL,120750000000.0,42171389773.0,520935412781.0,774930267532.0,823561969459.0,,2807581309370.0,964019263034.0,3784921613117.0,191.0,0.0,0.0,4339634.444444444,22177.777777777777
194,2021/3/0/0,RDP,476405860000.0,13981152925.0,634357676817.0,679766739175.0,40389803896.0,,618680409129.0,706679024478.0,1241177980384.0,12.85,0.0,0.0,1916920.0,150600.0
195,2021/3/0/0,RIC,703687540000.0,-25081814400.0,28117430880.0,12619706160.0,2102531550.0,,15512803800.0,21616072800.0,146225795250.0,19.5,0.0,0.0,98935.55555555556,5066.666666666667
196,2021/3/0/0,S4A,422000000000.0,25499824993.0,31947960666.0,63603709731.0,18082394899.0,2041884932.0,59759630424.0,480777200.0,49590672390.0,29.7,0.0,0.0,104220.0,3500.0
197,2021/3/0/0,SAB,6412811860000.0,471924522285.0,3140769580677.0,4282336672670.0,3293465550027.0,15359384000000.0,689403181791.0,1376294447557.0,5025238662869.0,162.0,0.0,0.0,25916808.888888888,164111.11111111112
198,2021/3/0/0,SAM,3499971900000.0,47992195065.0,374281865441.0,381515048999.0,560170456498.0,209508914866.0,1642587468366.0,479880146371.0,1887702130191.0,22.35,0.0,0.0,75303713.33333333,3769155.5555555555
199,2021/3/0/0,SAV,160199670000.0,7857088005.0,172018128261.0,199928893092.0,55590716335.0,15000000000.0,130923394574.0,94786364998.0,214619268160.0,34.0,0.0,0.0,7044025.555555556,228100.0
200,2021/3/0/0,SBA,604882610000.0,15272509080.0,24961452909.0,51685057270.0,4803346982.0,,57139075207.0,1747315121.0,121777336156.0,20.45,0.0,0.0,679588.3333333334,34044.444444444445
201,2021/3/0/0,SBV,273664760000.0,1485141972.0,68743279065.0,89049074062.0,12267239543.0,375000.0,242325910210.0,202978551364.0,343786839169.0,15.7,0.0,0.0,1378805.0,86822.22222222222
202,2021/3/0/0,SC5,149845500000.0,9844551813.0,335136910214.0,351819499352.0,350183638493.0,13018155110.0,1089384368127.0,619233471638.0,1840386907691.0,24.7,0.0,0.0,114637.77777777778,4666.666666666667
203,2021/3/0/0,SCD,85000000000.0,-18344688329.0,10720710370.0,3961179090.0,59252927591.0,,6245122235.0,16826035553.0,27439092697.0,18.6,0.0,0.0,243123.33333333334,12944.444444444445
204,2021/3/0/0,SCR,3663563030000.0,9443090658.0,304306717925.0,375390731411.0,125904970658.0,93307539894.0,4538290577115.0,2891939049472.0,3992385925589.0,14.7,0.0,0.0,188570064.44444445,13286222.222222222
205,2021/3/0/0,SCS,507457000000.0,121011068498.0,35126956644.0,171724909023.0,34206798219.0,405000000000.0,223521046772.0,,128969041496.0,134.5,0.0,0.0,3726117.777777778,27811.11111111111
206,2021/3/0/0,SFC,112914590000.0,7750441832.0,195509981856.0,219952546709.0,139213376633.0,,7645866848.0,26384559551.0,111991421366.0,31.0,0.0,0.0,139810.7142857143,4685.714285714285
207,2021/3/0/0,SFG,478973330000.0,5863120732.0,384405842575.0,409750867585.0,30653151050.0,249700000000.0,553920327543.0,413550373848.0,942853575966.0,16.4,0.0,0.0,1733299.4444444445,107066.66666666667
208,2021/3/0/0,SFI,157530690000.0,18127734452.0,294499292050.0,334079615025.0,136206264161.0,475346499.0,230882688949.0,711923522.0,156869707442.0,65.0,0.0,0.0,1444584.4444444445,23111.11111111111
209,2021/3/0/0,SGN,335816910000.0,-14416461942.0,62564033170.0,53534653282.0,256659568868.0,70000000000.0,281179560292.0,5320736225.0,160256112780.0,69.0,0.0,0.0,1189972.2222222222,17055.555555555555
210,2021/3/0/0,SGR,600000000000.0,-7525261103.0,1660732947.0,3052663638.0,95729709090.0,136053000000.0,634833021789.0,808687165384.0,1106537640392.0,34.95,0.0,0.0,11666056.666666666,391888.8888888889
211,2021/3/0/0,SGT,740019140000.0,5735839207.0,84193221733.0,116188047022.0,85632327381.0,1008250000.0,1099013940654.0,680296101632.0,1111805855465.0,34.2,0.0,0.0,9191582.222222222,281277.77777777775
212,2021/3/0/0,SHA,318539760000.0,-643950906.0,168842162609.0,190854969333.0,68099726995.0,5000000000.0,332518744916.0,323100613620.0,543066261992.0,8.46,0.0,0.0,2350247.4444444445,280888.8888888889
213,2021/3/0/0,SHI,1005357070000.0,4966761466.0,1550979335545.0,1735512358145.0,107648166107.0,139492829108.0,2431102116762.0,1291230761317.0,3447807924668.0,18.25,0.0,0.0,13144428.888888888,739844.4444444445
214,2021/3/0/0,SHP,937102000000.0,132232860211.0,80337914330.0,236460918072.0,78442299845.0,,186240654399.0,5907216195.0,280761331857.0,26.5,0.0,0.0,557537.7777777778,20522.222222222223
215,2021/3/0/0,SII,645221040000.0,-8779437392.0,54246325309.0,48308778697.0,11413305236.0,16200829044.0,47562559714.0,16893227837.0,449877425918.0,16.8,0.0,0.0,39803.75,2212.5
216,2021/3/0/0,SJD,689986200000.0,73834728023.0,53231279182.0,153823011819.0,24589740113.0,,738634790207.0,2798334648.0,209440813075.0,22.0,0.0,0.0,10609969.444444444,477577.77777777775
217,2021/3/0/0,SJS,1148555400000.0,19782110554.0,135762429551.0,184791040189.0,253120665709.0,24772591488.0,299210636299.0,3676659489264.0,4429987395728.0,64.5,0.0,0.0,5241650.0,84977.77777777778
218,2021/3/0/0,SKG,633317350000.0,-22375628345.0,25008158179.0,4065313770.0,6272034359.0,135959532789.0,118521301529.0,28082645107.0,6363570870.0,19.35,0.0,0.0,9987332.222222222,516344.44444444444
219,2021/3/0/0,SMA,203528360000.0,15432295154.0,8759557073.0,28374111569.0,3027708733.0,,13799771416.0,6553753202.0,137917770742.0,10.5,0.0,0.0,142900.55555555556,12933.333333333334
220,2021/3/0/0,SMB,298466480000.0,20028446661.0,166183397606.0,220147152891.0,5627690757.0,220000000000.0,54456569315.0,191804104063.0,313335337116.0,40.7,0.0,0.0,948004.4444444445,22822.222222222223
221,2021/3/0/0,SMC,609946910000.0,128849475539.0,3906282179558.0,4140745253342.0,600363291365.0,700737824518.0,2113562203808.0,3469246651729.0,6066890635646.0,52.3,0.0,0.0,47124445.55555555,884155.5555555555
222,2021/3/0/0,SPM,140000000000.0,2562837002.0,122171039294.0,139599194166.0,1237728820.0,,843098231135.0,52023297761.0,305083549885.0,20.3,0.0,0.0,574753.8888888889,28222.222222222223
223,2021/3/0/0,SRC,280657650000.0,10545620413.0,167791856458.0,210848637427.0,66250710320.0,,705496238785.0,290551589477.0,706102499952.0,21.2,0.0,0.0,730412.7777777778,34955.555555555555
224,2021/3/0/0,SRF,355667800000.0,5303903002.0,143819418779.0,157584381294.0,83040488894.0,110359200000.0,681569727915.0,410384864447.0,1181345985065.0,13.6,0.0,0.0,149235.0,11255.555555555555
225,2021/3/0/0,SSC,149923670000.0,8384453606.0,39618188165.0,60051648421.0,81793288496.0,,139090781818.0,74751346607.0,139686721599.0,41.5,0.0,0.0,32454.0,780.0
226,2021/3/0/0,ST8,257209020000.0,4326066599.0,28425482212.0,55081916361.0,80041878469.0,6812610581.0,83491889520.0,130428536516.0,52920795451.0,11.4,0.0,0.0,32751.25,2987.5
227,2021/3/0/0,STK,707269440000.0,62420067644.0,380380597840.0,468619903241.0,264430078121.0,,102238714563.0,500796071341.0,706446707792.0,62.4,0.0,0.0,1758081.111111111,29944.444444444445
228,2021/3/0/0,SVC,333205320000.0,-50685061423.0,1607693216813.0,1668082604240.0,126160084435.0,56323879062.0,554728475232.0,1500385486402.0,2424116121859.0,0.0,0.0,0.0,662122.8571428572,6471.428571428572
229,2021/3/0/0,SVD,129000000000.0,3188901391.0,158332922310.0,169657788127.0,11127553256.0,,102684646039.0,40369877235.0,113749607221.0,11.0,0.0,0.0,3586603.3333333335,330477.77777777775
230,2021/3/0/0,SVI,128324370000.0,13906732163.0,368760570517.0,415228936236.0,46876797198.0,124450000000.0,350995754715.0,234326828591.0,441497573275.0,0.0,0.0,0.0,27140.0,350.0
231,2021/3/0/0,SVT,115795740000.0,5798875339.0,25530044447.0,26108563281.0,294862190.0,,26020384177.0,,2230606748.0,16.1,0.0,0.0,2693458.3333333335,173633.33333333334
